relative_path,url
publishing/embed-reports.md,https://www.zoho.com/analytics/help/publishing/embed-reports.html
publishing/embedding-in-web-pages-reports.md,https://www.zoho.com/analytics/help/publishing/embedding-in-web-pages-reports.html
query-tables.md,https://www.zoho.com/analytics/help/query-tables.html
quickbooks.md,https://www.zoho.com/analytics/help/quickbooks.html
rebranding.md,https://www.zoho.com/analytics/help/rebranding.html
salesforce-crm-advanced-analytics.md,https://www.zoho.com/analytics/help/salesforce-crm-advanced-analytics.html
share_to_slack.md,https://www.zoho.com/analytics/help/share_to_slack.html
sharing-and-publishing.md,https://www.zoho.com/analytics/help/sharing-and-publishing.html
sharing.md,https://www.zoho.com/analytics/help/sharing/
sharing/accessing-shared-views.md,https://www.zoho.com/analytics/help/sharing/accessing-shared-views.html
sharing/commenting.md,https://www.zoho.com/analytics/help/sharing/commenting.html
sharing/enabling-shared-users-create-report.md,https://www.zoho.com/analytics/help/sharing/enabling-shared-users-create-report.html
sharing/making-views-database-public.md,https://www.zoho.com/analytics/help/sharing/making-views-database-public.html
sharing/making-views-public.md,https://www.zoho.com/analytics/help/sharing/making-views-public.html
sharing/multiple-database-owners.md,https://www.zoho.com/analytics/help/sharing/multiple-database-owners.html
sharing/multiple-workspace-administrator.md,https://www.zoho.com/analytics/help/sharing/multiple-workspace-administrator.html
sharing/org-administrator.md,https://www.zoho.com/analytics/help/sharing/org-administrator.html
sharing/sharing-database-to-user.md,https://www.zoho.com/analytics/help/sharing/sharing-database-to-user.html
sharing/sharing-to-a-group.md,https://www.zoho.com/analytics/help/sharing/sharing-to-a-group.html
sharing/sharing-to-a-user.md,https://www.zoho.com/analytics/help/sharing/sharing-to-a-user.html
signin-and-signup.md,https://www.zoho.com/analytics/help/signin-and-signup.html
subscription.md,https://www.zoho.com/analytics/help/subscription.html
summary.md,https://www.zoho.com/analytics/help/summary/
summary/creating.md,https://www.zoho.com/analytics/help/summary/creating.html
summary/customizing.md,https://www.zoho.com/analytics/help/summary/customizing.html
summary/working.md,https://www.zoho.com/analytics/help/summary/working.html
table.md,https://www.zoho.com/analytics/help/table/
table/add-formulas.md,https://www.zoho.com/analytics/help/table/add-formulas.html
table/add-formulas/formula-column-built-functions.md,https://www.zoho.com/analytics/help/table/add-formulas/formula-column-built-functions.html
table/add-rows-columns.md,https://www.zoho.com/analytics/help/table/add-rows-columns.html
table/column-types-supported.md,https://www.zoho.com/analytics/help/table/column-types-supported.html
table/creating-table.md,https://www.zoho.com/analytics/help/table/creating-table.html
table/date-format.md,https://www.zoho.com/analytics/help/table/date-format.html
table/duration-format.md,https://www.zoho.com/analytics/help/table/duration-format.html
table/formula-column.md,https://www.zoho.com/analytics/help/table/formula-column.html
table/joining-tables.md,https://www.zoho.com/analytics/help/table/joining-tables.html
table/joining-tables.md,http://www.zoho.com/analytics/help/table/joining-tables.html
table/relational-data-modeling.md,https://www.zoho.com/analytics/help/table/relational-data-modeling.html
table/report-formulas.md,https://www.zoho.com/analytics/help/table/report-formulas.html
table/working-with-tables.md,https://www.zoho.com/analytics/help/table/working-with-tables.html
tabular.md,https://www.zoho.com/analytics/help/tabular/
tabular/creating.md,https://www.zoho.com/analytics/help/tabular/creating.html
tabular/customize.md,https://www.zoho.com/analytics/help/tabular/customize.html
tabular/working.md,https://www.zoho.com/analytics/help/tabular/working.html
train-ask-zia.md,https://www.zoho.com/analytics/help/train-ask-zia.html
types-white-label-solution.md,https://www.zoho.com/analytics/help/types-white-label-solution.html
unified_metrics.md,https://www.zoho.com/analytics/help/unified_metrics.html
upload-tool/download-and-setup.md,https://www.zoho.com/analytics/help/upload-tool/download-and-setup.html
upload-tool/uploading-data-from-csv-files-console-mode.md,https://www.zoho.com/analytics/help/upload-tool/uploading-data-from-csv-files-console-mode.html
user-role-management.md,https://www.zoho.com/analytics/help/user-role-management.html
user-role.md,https://www.zoho.com/analytics/help/user-role.html
what-if-analysis.md,https://www.zoho.com/analytics/help/what-if-analysis.html
whats-new.md,https://www.zoho.com/analytics/help/whats-new/
whitelabel-customize.md,https://www.zoho.com/analytics/help/whitelabel-customize.html
whitelabel-setup.md,https://www.zoho.com/analytics/help/whitelabel-setup.html
